ID_PRECIO|ID_ITEM|TIPO_TARIFA|PRECIO_PUBLICO|COSTO_PROVEEDOR|ID_PROV
316|199|LUNES_A_SABADO|551.7|0|14
317|199|DOMINGOS_Y_FESTIVOS|1103.4|0|14
318|200|LUNES_A_SABADO|336.4|0|14
319|200|DOMINGOS_Y_FESTIVOS|672.8|0|14
320|201|LUNES_A_SABADO|201.84|0|14
321|201|DOMINGOS_Y_FESTIVOS|403.68|0|14
322|202|LUNES_A_SABADO|309.49|0|14
323|202|DOMINGOS_Y_FESTIVOS|618.98|0|14
324|203|LUNES_A_SABADO|309.49|0|14
325|203|DOMINGOS_Y_FESTIVOS|618.98|0|14
326|204|LUNES_A_SABADO|309.49|0|14
327|204|DOMINGOS_Y_FESTIVOS|618.98|0|14
328|205|LUNES_A_SABADO|336.4|0|14
329|205|DOMINGOS_Y_FESTIVOS|672.8|0|14
330|206|LUNES_A_SABADO|390.22|0|14
331|206|DOMINGOS_Y_FESTIVOS|780.44|0|14
332|207|LUNES_A_SABADO|336.4|0|14
333|207|DOMINGOS_Y_FESTIVOS|672.8|0|14
334|208|LUNES_A_SABADO|201.84|0|14
335|208|DOMINGOS_Y_FESTIVOS|403.68|0|14
336|209|LUNES_A_SABADO|390.22|0|14
337|209|DOMINGOS_Y_FESTIVOS|780.44|0|14
338|210|LUNES_A_SABADO|336.4|0|14
339|210|DOMINGOS_Y_FESTIVOS|672.8|0|14
340|211|LUNES_A_SABADO|134.56|0|14
341|211|DOMINGOS_Y_FESTIVOS|269.12|0|14
342|212|LUNES_A_SABADO|390.22|0|14
343|212|DOMINGOS_Y_FESTIVOS|780.44|0|14
344|213|LUNES_A_SABADO|645.89|0|14
345|213|DOMINGOS_Y_FESTIVOS|1291.78|0|14
346|214|LUNES_A_SABADO|1547.44|0|14
347|214|DOMINGOS_Y_FESTIVOS|3094.88|0|14
348|215|LUNES_A_SABADO|94.19|0|14
349|215|DOMINGOS_Y_FESTIVOS|188.38|0|14
350|216|LUNES_A_SABADO|444.05|0|14
351|216|DOMINGOS_Y_FESTIVOS|888.1|0|14
352|217|LUNES_A_SABADO|282.58|0|14
353|217|DOMINGOS_Y_FESTIVOS|565.16|0|14
354|218|LUNES_A_SABADO|1224.5|0|14
355|218|DOMINGOS_Y_FESTIVOS|2449.0|0|14
356|219|LUNES_A_SABADO|551.7|0|14
357|219|DOMINGOS_Y_FESTIVOS|1103.4|0|14
358|220|LUNES_A_SABADO|618.98|0|14
359|220|DOMINGOS_Y_FESTIVOS|1237.96|0|14
360|221|LUNES_A_SABADO|252.0|0|14
361|221|DOMINGOS_Y_FESTIVOS|504.0|0|14
362|222|LUNES_A_SABADO|780.0|0|14
363|222|DOMINGOS_Y_FESTIVOS|1560.0|0|14
364|223|LUNES_A_SABADO|550.0|0|14
365|223|DOMINGOS_Y_FESTIVOS|1100.0|0|14
366|224|LUNES_A_SABADO|275.0|0|14
367|224|DOMINGOS_Y_FESTIVOS|550.0|0|14
368|225|LUNES_A_SABADO|67.0|0|14
369|225|DOMINGOS_Y_FESTIVOS|134.0|0|14
370|226|LUNES_A_SABADO|771.0|0|14
371|226|DOMINGOS_Y_FESTIVOS|1542.0|0|14
372|227|LUNES_A_SABADO|618.98|0|14
373|227|DOMINGOS_Y_FESTIVOS|1237.96|0|14
374|228|LUNES_A_SABADO|1883.84|0|14
375|228|DOMINGOS_Y_FESTIVOS|3767.68|0|14
376|229|LUNES_A_SABADO|390.22|0|14
377|229|DOMINGOS_Y_FESTIVOS|780.44|0|14
378|230|LUNES_A_SABADO|580.0|0|14
379|230|DOMINGOS_Y_FESTIVOS|1160.0|0|14
380|231|LUNES_A_SABADO|1655.0|0|14
381|231|DOMINGOS_Y_FESTIVOS|3310.0|0|14
382|232|LUNES_A_SABADO|1224.5|0|14
383|232|DOMINGOS_Y_FESTIVOS|2449.0|0|14
384|233|LUNES_A_SABADO|390.0|0|14
385|233|DOMINGOS_Y_FESTIVOS|780.0|0|14
386|234|LUNES_A_SABADO|390.0|0|14
387|234|DOMINGOS_Y_FESTIVOS|780.0|0|14
388|235|LUNES_A_SABADO|780.0|0|14
389|235|DOMINGOS_Y_FESTIVOS|1560.0|0|14
390|236|LUNES_A_SABADO|834.0|0|14
391|236|DOMINGOS_Y_FESTIVOS|1668.0|0|14
392|237|LUNES_A_SABADO|781.0|0|14
393|237|DOMINGOS_Y_FESTIVOS|1562.0|0|14
394|238|LUNES_A_SABADO|497.87|0|14
395|238|DOMINGOS_Y_FESTIVOS|995.74|0|14
396|239|LUNES_A_SABADO|1762.74|0|14
397|239|DOMINGOS_Y_FESTIVOS|3525.48|0|14
398|240|LUNES_A_SABADO|834.27|0|14
399|240|DOMINGOS_Y_FESTIVOS|1668.54|0|14
400|241|LUNES_A_SABADO|780.45|0|14
401|241|DOMINGOS_Y_FESTIVOS|1560.9|0|14
402|242|LUNES_A_SABADO|444.05|0|14
403|242|DOMINGOS_Y_FESTIVOS|888.1|0|14
404|243|LUNES_A_SABADO|578.61|0|14
405|243|DOMINGOS_Y_FESTIVOS|1157.22|0|14
406|244|LUNES_A_SABADO|780.45|0|14
407|244|DOMINGOS_Y_FESTIVOS|1560.9|0|14
408|245|LUNES_A_SABADO|618.98|0|14
409|245|DOMINGOS_Y_FESTIVOS|1237.96|0|14
410|246|LUNES_A_SABADO|780.45|0|14
411|246|DOMINGOS_Y_FESTIVOS|1560.9|0|14
412|247|LUNES_A_SABADO|780.45|0|14
413|247|DOMINGOS_Y_FESTIVOS|1560.9|0|14
414|248|LUNES_A_SABADO|1009.2|0|14
415|248|DOMINGOS_Y_FESTIVOS|2018.4|0|14
416|249|LUNES_A_SABADO|1157.22|0|14
417|249|DOMINGOS_Y_FESTIVOS|2314.44|0|14
418|250|LUNES_A_SABADO|1103.39|0|14
419|250|DOMINGOS_Y_FESTIVOS|2206.78|0|14
420|251|LUNES_A_SABADO|672.8|0|14
421|251|DOMINGOS_Y_FESTIVOS|1345.6|0|14
422|252|LUNES_A_SABADO|134.56|0|14
423|252|DOMINGOS_Y_FESTIVOS|269.12|0|14
424|253|LUNES_A_SABADO|618.98|0|14
425|253|DOMINGOS_Y_FESTIVOS|1237.96|0|14
426|254|LUNES_A_SABADO|252.0|0|14
427|254|DOMINGOS_Y_FESTIVOS|504.0|0|14
428|255|LUNES_A_SABADO|201.84|0|14
429|255|DOMINGOS_Y_FESTIVOS|403.68|0|14
430|256|LUNES_A_SABADO|134.56|0|14
431|256|DOMINGOS_Y_FESTIVOS|269.12|0|14
432|257|LUNES_A_SABADO|148.02|0|14
433|257|DOMINGOS_Y_FESTIVOS|296.04|0|14
434|258|LUNES_A_SABADO|12137.31|0|14
435|258|DOMINGOS_Y_FESTIVOS|24274.62|0|14
436|259|LUNES_A_SABADO|12137.31|0|14
437|259|DOMINGOS_Y_FESTIVOS|24274.62|0|14
438|260|LUNES_A_SABADO|134.56|0|14
439|260|DOMINGOS_Y_FESTIVOS|269.12|0|14
440|261|LUNES_A_SABADO|780.45|0|14
441|261|DOMINGOS_Y_FESTIVOS|1560.9|0|14
442|262|LUNES_A_SABADO|275.0|0|14
443|262|DOMINGOS_Y_FESTIVOS|550.0|0|14
444|263|LUNES_A_SABADO|201.84|0|14
445|263|DOMINGOS_Y_FESTIVOS|403.68|0|14
446|264|LUNES_A_SABADO|201.84|0|14
447|264|DOMINGOS_Y_FESTIVOS|403.68|0|14
448|265|LUNES_A_SABADO|269.12|0|14
449|265|DOMINGOS_Y_FESTIVOS|538.24|0|14
450|266|LUNES_A_SABADO|309.49|0|14
451|266|DOMINGOS_Y_FESTIVOS|618.98|0|14
452|267|LUNES_A_SABADO|309.49|0|14
453|267|DOMINGOS_Y_FESTIVOS|618.98|0|14
454|268|LUNES_A_SABADO|672.8|0|14
455|268|DOMINGOS_Y_FESTIVOS|1345.6|0|14
456|269|LUNES_A_SABADO|888.1|0|14
457|269|DOMINGOS_Y_FESTIVOS|1776.2|0|14
458|270|LUNES_A_SABADO|1224.5|0|14
459|270|DOMINGOS_Y_FESTIVOS|2449.0|0|14
460|271|LUNES_A_SABADO|1324.5|0|14
461|271|DOMINGOS_Y_FESTIVOS|2649.0|0|14
462|272|LUNES_A_SABADO|1412.88|0|14
463|272|DOMINGOS_Y_FESTIVOS|2825.76|0|14
464|273|LUNES_A_SABADO|1377.5|0|14
465|273|DOMINGOS_Y_FESTIVOS|2755.0|0|14
466|274|LUNES_A_SABADO|201.84|0|14
467|274|DOMINGOS_Y_FESTIVOS|403.68|0|14
468|275|LUNES_A_SABADO|134.56|0|14
469|275|DOMINGOS_Y_FESTIVOS|269.12|0|14
470|276|LUNES_A_SABADO|309.49|0|14
471|276|DOMINGOS_Y_FESTIVOS|618.98|0|14
472|277|LUNES_A_SABADO|201.84|0|14
473|277|DOMINGOS_Y_FESTIVOS|403.68|0|14
474|278|LUNES_A_SABADO|201.84|0|14
475|278|DOMINGOS_Y_FESTIVOS|403.68|0|14
476|279|LUNES_A_SABADO|134.56|0|14
477|279|DOMINGOS_Y_FESTIVOS|269.12|0|14
478|280|LUNES_A_SABADO|888.1|0|14
479|280|DOMINGOS_Y_FESTIVOS|1776.2|0|14
480|281|LUNES_A_SABADO|403.68|0|14
481|281|DOMINGOS_Y_FESTIVOS|807.36|0|14
482|282|LUNES_A_SABADO|336.4|0|14
483|282|DOMINGOS_Y_FESTIVOS|672.8|0|14
484|283|LUNES_A_SABADO|134.56|0|14
485|283|DOMINGOS_Y_FESTIVOS|269.12|0|14
486|284|LUNES_A_SABADO|336.4|0|14
487|284|DOMINGOS_Y_FESTIVOS|672.8|0|14
488|285|LUNES_A_SABADO|134.56|0|14
489|285|DOMINGOS_Y_FESTIVOS|269.12|0|14
490|286|LUNES_A_SABADO|264.0|0|14
491|286|DOMINGOS_Y_FESTIVOS|528.0|0|14
492|287|LUNES_A_SABADO|201.84|0|14
493|287|DOMINGOS_Y_FESTIVOS|403.68|0|14
494|288|LUNES_A_SABADO|134.56|0|14
495|288|DOMINGOS_Y_FESTIVOS|269.12|0|14
496|289|LUNES_A_SABADO|269.12|0|14
497|289|DOMINGOS_Y_FESTIVOS|538.24|0|14
498|290|LUNES_A_SABADO|134.56|0|14
499|290|DOMINGOS_Y_FESTIVOS|269.12|0|14
500|291|LUNES_A_SABADO|632.43|0|14
501|291|DOMINGOS_Y_FESTIVOS|1264.86|0|14
502|292|LUNES_A_SABADO|1022.66|0|14
503|292|DOMINGOS_Y_FESTIVOS|2045.32|0|14
504|293|LUNES_A_SABADO|174.93|0|14
505|293|DOMINGOS_Y_FESTIVOS|349.86|0|14
506|294|LUNES_A_SABADO|94.19|0|14
507|294|DOMINGOS_Y_FESTIVOS|188.38|0|14
508|295|LUNES_A_SABADO|134.56|0|14
509|295|DOMINGOS_Y_FESTIVOS|269.12|0|14
510|296|LUNES_A_SABADO|134.56|0|14
511|296|DOMINGOS_Y_FESTIVOS|269.12|0|14
512|297|LUNES_A_SABADO|618.98|0|14
513|297|DOMINGOS_Y_FESTIVOS|1237.96|0|14
514|298|LUNES_A_SABADO|444.05|0|14
515|298|DOMINGOS_Y_FESTIVOS|888.1|0|14
516|299|LUNES_A_SABADO|134.56|0|14
517|299|DOMINGOS_Y_FESTIVOS|269.12|0|14
518|300|LUNES_A_SABADO|2758.48|0|14
519|300|DOMINGOS_Y_FESTIVOS|5516.96|0|14
520|301|LUNES_A_SABADO|2758.48|0|14
521|301|DOMINGOS_Y_FESTIVOS|5516.96|0|14
522|302|MATUTINO|520.0|400.0|15
523|302|NOCTURNO|585.0|450.0|15
524|302|FESTIVO|650.0|500.0|15
525|303|MATUTINO|715.0|550.0|15
526|303|NOCTURNO|780.0|600.0|15
527|303|FESTIVO|845.0|650.0|15
528|304|MATUTINO|715.0|550.0|15
529|304|NOCTURNO|780.0|600.0|15
530|304|FESTIVO|845.0|650.0|15
531|305|MATUTINO|390.0|300.0|15
532|305|NOCTURNO|455.0|350.0|15
533|305|FESTIVO|520.0|400.0|15
534|306|MATUTINO|650.0|500.0|15
535|306|NOCTURNO|715.0|550.0|15
536|306|FESTIVO|780.0|600.0|15
537|307|MATUTINO|455.0|350.0|15
538|307|NOCTURNO|520.0|400.0|15
539|307|FESTIVO|585.0|450.0|15
540|308|MATUTINO|455.0|350.0|15
541|308|NOCTURNO|520.0|400.0|15
542|308|FESTIVO|585.0|450.0|15
543|309|MATUTINO|715.0|550.0|15
544|309|NOCTURNO|780.0|600.0|15
545|309|FESTIVO|845.0|650.0|15
546|310|MATUTINO|975.0|750.0|15
547|310|NOCTURNO|1040.0|800.0|15
548|310|FESTIVO|1105.0|850.0|15
549|311|MATUTINO|390.0|300.0|15
550|311|NOCTURNO|455.0|350.0|15
551|311|FESTIVO|520.0|400.0|15
552|312|MATUTINO|650.0|500.0|15
553|312|NOCTURNO|715.0|550.0|15
554|312|FESTIVO|780.0|600.0|15
555|313|MATUTINO|845.0|650.0|15
556|313|NOCTURNO|910.0|700.0|15
557|313|FESTIVO|975.0|750.0|15
558|314|MATUTINO|390.0|300.0|15
559|314|NOCTURNO|455.0|350.0|15
560|314|FESTIVO|520.0|400.0|15
561|315|MATUTINO|455.0|350.0|15
562|315|NOCTURNO|520.0|400.0|15
563|315|FESTIVO|585.0|450.0|15
564|316|MATUTINO|455.0|350.0|15
565|316|NOCTURNO|520.0|400.0|15
566|316|FESTIVO|585.0|450.0|15
567|317|MATUTINO|715.0|550.0|15
568|317|NOCTURNO|780.0|600.0|15
569|317|FESTIVO|845.0|650.0|15
570|318|MATUTINO|715.0|550.0|15
571|318|NOCTURNO|780.0|600.0|15
572|318|FESTIVO|845.0|650.0|15
573|319|MATUTINO|715.0|550.0|15
574|319|NOCTURNO|780.0|600.0|15
575|319|FESTIVO|845.0|650.0|15
576|320|MATUTINO|1560.0|1200.0|15
577|320|NOCTURNO|1625.0|1250.0|15
578|320|FESTIVO|1690.0|1300.0|15
579|321|MATUTINO|1560.0|1200.0|15
580|321|NOCTURNO|1625.0|1250.0|15
581|321|FESTIVO|1690.0|1300.0|15
582|322|MATUTINO|1820.0|1400.0|15
583|322|NOCTURNO|1885.0|1450.0|15
584|322|FESTIVO|1950.0|1500.0|15
585|323|MATUTINO|455.0|350.0|15
586|323|NOCTURNO|520.0|400.0|15
587|323|FESTIVO|585.0|450.0|15
588|324|MATUTINO|455.0|350.0|15
589|324|NOCTURNO|520.0|400.0|15
590|324|FESTIVO|585.0|450.0|15
591|325|MATUTINO|715.0|550.0|15
592|325|NOCTURNO|780.0|600.0|15
593|325|FESTIVO|845.0|650.0|15
594|326|MATUTINO|715.0|550.0|15
595|326|NOCTURNO|780.0|600.0|15
596|326|FESTIVO|845.0|650.0|15
597|327|MATUTINO|715.0|550.0|15
598|327|NOCTURNO|780.0|600.0|15
599|327|FESTIVO|845.0|650.0|15
600|328|MATUTINO|1560.0|1200.0|15
601|328|NOCTURNO|1625.0|1250.0|15
602|328|FESTIVO|1690.0|1300.0|15
603|329|MATUTINO|1560.0|1200.0|15
604|329|NOCTURNO|1625.0|1250.0|15
605|329|FESTIVO|1690.0|1300.0|15
606|330|MATUTINO|1820.0|1400.0|15
607|330|NOCTURNO|1885.0|1450.0|15
608|330|FESTIVO|1950.0|1500.0|15
609|331|MATUTINO|455.0|350.0|15
610|331|NOCTURNO|520.0|400.0|15
611|331|FESTIVO|585.0|450.0|15
612|332|MATUTINO|715.0|550.0|15
613|332|NOCTURNO|780.0|600.0|15
614|332|FESTIVO|845.0|650.0|15
615|333|MATUTINO|455.0|350.0|15
616|333|NOCTURNO|520.0|400.0|15
617|333|FESTIVO|585.0|450.0|15
618|334|MATUTINO|455.0|350.0|15
619|334|NOCTURNO|520.0|400.0|15
620|334|FESTIVO|585.0|450.0|15
621|335|MATUTINO|715.0|550.0|15
622|335|NOCTURNO|780.0|600.0|15
623|335|FESTIVO|845.0|650.0|15
624|336|MATUTINO|715.0|550.0|15
625|336|NOCTURNO|780.0|600.0|15
626|336|FESTIVO|845.0|650.0|15
627|337|MATUTINO|715.0|550.0|15
628|337|NOCTURNO|780.0|600.0|15
629|337|FESTIVO|845.0|650.0|15
630|338|MATUTINO|1560.0|1200.0|15
631|338|NOCTURNO|1625.0|1250.0|15
632|338|FESTIVO|1690.0|1300.0|15
633|339|MATUTINO|1560.0|1200.0|15
634|339|NOCTURNO|1625.0|1250.0|15
635|339|FESTIVO|1690.0|1300.0|15
636|340|MATUTINO|1820.0|1400.0|15
637|340|NOCTURNO|1885.0|1450.0|15
638|340|FESTIVO|1950.0|1500.0|15
639|341|MATUTINO|2080.0|1600.0|15
640|341|NOCTURNO|2145.0|1650.0|15
641|341|FESTIVO|2210.0|1700.0|15
642|342|MATUTINO|390.0|300.0|15
643|342|NOCTURNO|455.0|350.0|15
644|342|FESTIVO|520.0|400.0|15
645|343|MATUTINO|455.0|350.0|15
646|343|NOCTURNO|520.0|400.0|15
647|343|FESTIVO|585.0|450.0|15
648|344|MATUTINO|455.0|350.0|15
649|344|NOCTURNO|520.0|400.0|15
650|344|FESTIVO|585.0|450.0|15
651|345|MATUTINO|390.0|300.0|15
652|345|NOCTURNO|455.0|350.0|15
653|345|FESTIVO|520.0|400.0|15
654|346|MATUTINO|715.0|550.0|15
655|346|NOCTURNO|780.0|600.0|15
656|346|FESTIVO|845.0|650.0|15
657|347|MATUTINO|1105.0|850.0|15
658|347|NOCTURNO|1170.0|900.0|15
659|347|FESTIVO|1235.0|950.0|15
660|348|MATUTINO|390.0|300.0|15
661|348|NOCTURNO|455.0|350.0|15
662|348|FESTIVO|520.0|400.0|15
663|349|MATUTINO|390.0|300.0|15
664|349|NOCTURNO|455.0|350.0|15
665|349|FESTIVO|520.0|400.0|15
666|350|MATUTINO|650.0|500.0|15
667|350|NOCTURNO|715.0|550.0|15
668|350|FESTIVO|780.0|600.0|15
669|351|MATUTINO|390.0|300.0|15
670|351|NOCTURNO|455.0|350.0|15
671|351|FESTIVO|520.0|400.0|15
672|352|MATUTINO|2600.0|2000.0|15
673|352|NOCTURNO|2665.0|2050.0|15
674|352|FESTIVO|2730.0|2100.0|15
675|353|MATUTINO|390.0|300.0|15
676|353|NOCTURNO|455.0|350.0|15
677|353|FESTIVO|520.0|400.0|15
678|354|MATUTINO|390.0|300.0|15
679|354|NOCTURNO|455.0|350.0|15
680|354|FESTIVO|520.0|400.0|15
681|355|MATUTINO|715.0|550.0|15
682|355|NOCTURNO|780.0|600.0|15
683|355|FESTIVO|845.0|650.0|15
684|356|MATUTINO|390.0|300.0|15
685|356|NOCTURNO|455.0|350.0|15
686|356|FESTIVO|520.0|400.0|15
687|357|MATUTINO|650.0|500.0|15
688|357|NOCTURNO|715.0|550.0|15
689|357|FESTIVO|780.0|600.0|15
690|358|MATUTINO|650.0|500.0|15
691|358|NOCTURNO|715.0|550.0|15
692|358|FESTIVO|780.0|600.0|15
693|359|MATUTINO|845.0|650.0|15
694|359|NOCTURNO|910.0|700.0|15
695|359|FESTIVO|975.0|750.0|15
696|360|MATUTINO|455.0|350.0|15
697|360|NOCTURNO|520.0|400.0|15
698|360|FESTIVO|585.0|450.0|15
699|361|MATUTINO|390.0|300.0|15
700|361|NOCTURNO|455.0|350.0|15
701|361|FESTIVO|520.0|400.0|15
702|362|MATUTINO|390.0|300.0|15
703|362|NOCTURNO|455.0|350.0|15
704|362|FESTIVO|520.0|400.0|15
705|363|MATUTINO|650.0|500.0|15
706|363|NOCTURNO|715.0|550.0|15
707|363|FESTIVO|780.0|600.0|15
708|364|MATUTINO|390.0|300.0|15
709|364|NOCTURNO|455.0|350.0|15
710|364|FESTIVO|520.0|400.0|15
711|365|MATUTINO|390.0|300.0|15
712|365|NOCTURNO|455.0|350.0|15
713|365|FESTIVO|520.0|400.0|15
714|366|MATUTINO|390.0|300.0|15
715|366|NOCTURNO|455.0|350.0|15
716|366|FESTIVO|520.0|400.0|15
717|367|MATUTINO|650.0|500.0|15
718|367|NOCTURNO|715.0|550.0|15
719|367|FESTIVO|780.0|600.0|15
720|368|MATUTINO|975.0|750.0|15
721|368|NOCTURNO|1040.0|800.0|15
722|368|FESTIVO|1105.0|850.0|15
723|369|MATUTINO|650.0|500.0|15
724|369|NOCTURNO|715.0|550.0|15
725|369|FESTIVO|780.0|600.0|15
726|370|MATUTINO|390.0|300.0|15
727|370|NOCTURNO|455.0|350.0|15
728|370|FESTIVO|520.0|400.0|15
729|371|MATUTINO|650.0|500.0|15
730|371|NOCTURNO|715.0|550.0|15
731|371|FESTIVO|780.0|600.0|15
732|372|MATUTINO|650.0|500.0|15
733|372|NOCTURNO|715.0|550.0|15
734|372|FESTIVO|780.0|600.0|15
735|373|MATUTINO|975.0|750.0|15
736|373|NOCTURNO|1040.0|800.0|15
737|373|FESTIVO|1105.0|850.0|15
738|374|MATUTINO|975.0|750.0|15
739|374|NOCTURNO|1040.0|800.0|15
740|374|FESTIVO|1105.0|850.0|15
741|375|MATUTINO|1820.0|1400.0|15
742|375|NOCTURNO|1885.0|1450.0|15
743|375|FESTIVO|1950.0|1500.0|15
744|376|MATUTINO|390.0|300.0|15
745|376|NOCTURNO|455.0|350.0|15
746|376|FESTIVO|520.0|400.0|15
747|377|MATUTINO|390.0|300.0|15
748|377|NOCTURNO|455.0|350.0|15
749|377|FESTIVO|520.0|400.0|15
750|378|MATUTINO|650.0|500.0|15
751|378|NOCTURNO|715.0|550.0|15
752|378|FESTIVO|780.0|600.0|15
753|379|MATUTINO|650.0|500.0|15
754|379|NOCTURNO|715.0|550.0|15
755|379|FESTIVO|780.0|600.0|15
756|380|MATUTINO|845.0|650.0|15
757|380|NOCTURNO|910.0|700.0|15
758|380|FESTIVO|975.0|750.0|15
759|381|MATUTINO|390.0|300.0|15
760|381|NOCTURNO|455.0|350.0|15
761|381|FESTIVO|520.0|400.0|15
762|382|MATUTINO|455.0|350.0|15
763|382|NOCTURNO|520.0|400.0|15
764|382|FESTIVO|585.0|450.0|15
765|383|MATUTINO|455.0|350.0|15
766|383|NOCTURNO|520.0|400.0|15
767|383|FESTIVO|585.0|450.0|15
768|384|MATUTINO|455.0|350.0|15
769|384|NOCTURNO|520.0|400.0|15
770|384|FESTIVO|585.0|450.0|15
771|385|MATUTINO|390.0|300.0|15
772|385|NOCTURNO|455.0|350.0|15
773|385|FESTIVO|520.0|400.0|15
774|386|MATUTINO|390.0|300.0|15
775|386|NOCTURNO|455.0|350.0|15
776|386|FESTIVO|520.0|400.0|15
777|387|MATUTINO|390.0|300.0|15
778|387|NOCTURNO|455.0|350.0|15
779|387|FESTIVO|520.0|400.0|15
780|388|MATUTINO|650.0|500.0|15
781|388|NOCTURNO|715.0|550.0|15
782|388|FESTIVO|780.0|600.0|15
783|389|MATUTINO|975.0|750.0|15
784|389|NOCTURNO|1040.0|800.0|15
785|389|FESTIVO|1105.0|850.0|15
786|390|MATUTINO|650.0|500.0|15
787|390|NOCTURNO|715.0|550.0|15
788|390|FESTIVO|780.0|600.0|15
789|391|MATUTINO|650.0|500.0|15
790|391|NOCTURNO|715.0|550.0|15
791|391|FESTIVO|780.0|600.0|15
792|392|MATUTINO|390.0|300.0|15
793|392|NOCTURNO|455.0|350.0|15
794|392|FESTIVO|520.0|400.0|15
795|393|MATUTINO|390.0|300.0|15
796|393|NOCTURNO|455.0|350.0|15
797|393|FESTIVO|520.0|400.0|15
798|394|MATUTINO|650.0|500.0|15
799|394|NOCTURNO|715.0|550.0|15
800|394|FESTIVO|780.0|600.0|15
801|395|MATUTINO|650.0|500.0|15
802|395|NOCTURNO|715.0|550.0|15
803|395|FESTIVO|780.0|600.0|15
804|396|MATUTINO|455.0|350.0|15
805|396|NOCTURNO|520.0|400.0|15
806|396|FESTIVO|585.0|450.0|15
807|397|MATUTINO|975.0|750.0|15
808|397|NOCTURNO|1040.0|800.0|15
809|397|FESTIVO|1105.0|850.0|15
810|398|MATUTINO|1170.0|900.0|15
811|398|NOCTURNO|1235.0|950.0|15
812|398|FESTIVO|1300.0|1000.0|15
813|399|MATUTINO|2080.0|1600.0|15
814|399|NOCTURNO|2145.0|1650.0|15
815|399|FESTIVO|2210.0|1700.0|15
816|400|MATUTINO|520.0|400.0|15
817|400|NOCTURNO|585.0|450.0|15
818|400|FESTIVO|650.0|500.0|15
819|401|MATUTINO|650.0|500.0|15
820|401|NOCTURNO|715.0|550.0|15
821|401|FESTIVO|780.0|600.0|15
822|402|MATUTINO|1170.0|900.0|15
823|402|NOCTURNO|1235.0|950.0|15
824|402|FESTIVO|1300.0|1000.0|15
825|403|MATUTINO|390.0|300.0|15
826|403|NOCTURNO|455.0|350.0|15
827|403|FESTIVO|520.0|400.0|15
828|404|MATUTINO|455.0|350.0|15
829|404|NOCTURNO|520.0|400.0|15
830|404|FESTIVO|585.0|450.0|15
831|405|MATUTINO|390.0|300.0|15
832|405|NOCTURNO|455.0|350.0|15
833|405|FESTIVO|520.0|400.0|15
834|406|MATUTINO|650.0|500.0|15
835|406|NOCTURNO|715.0|550.0|15
836|406|FESTIVO|780.0|600.0|15
837|407|MATUTINO|455.0|350.0|15
838|407|NOCTURNO|520.0|400.0|15
839|407|FESTIVO|585.0|450.0|15
840|408|MATUTINO|455.0|350.0|15
841|408|NOCTURNO|520.0|400.0|15
842|408|FESTIVO|585.0|450.0|15
843|409|MATUTINO|650.0|500.0|15
844|409|NOCTURNO|715.0|550.0|15
845|409|FESTIVO|780.0|600.0|15
846|410|MATUTINO|845.0|650.0|15
847|410|NOCTURNO|910.0|700.0|15
848|410|FESTIVO|975.0|750.0|15
849|411|MATUTINO|650.0|500.0|15
850|411|NOCTURNO|715.0|550.0|15
851|411|FESTIVO|780.0|600.0|15
852|412|MATUTINO|975.0|750.0|15
853|412|NOCTURNO|1040.0|800.0|15
854|412|FESTIVO|1105.0|850.0|15
855|413|MATUTINO|520.0|400.0|15
856|413|NOCTURNO|585.0|450.0|15
857|413|FESTIVO|650.0|500.0|15
858|414|MATUTINO|780.0|600.0|15
859|414|NOCTURNO|845.0|650.0|15
860|414|FESTIVO|910.0|700.0|15
861|415|MATUTINO|520.0|400.0|15
862|415|NOCTURNO|585.0|450.0|15
863|415|FESTIVO|650.0|500.0|15
864|416|MATUTINO|520.0|400.0|15
865|416|NOCTURNO|585.0|450.0|15
866|416|FESTIVO|650.0|500.0|15
867|417|MATUTINO|520.0|400.0|15
868|417|NOCTURNO|585.0|450.0|15
869|417|FESTIVO|650.0|500.0|15
870|418|MATUTINO|910.0|700.0|15
871|418|NOCTURNO|975.0|750.0|15
872|418|FESTIVO|1040.0|800.0|15
873|419|MATUTINO|1105.0|850.0|15
874|419|NOCTURNO|1170.0|900.0|15
875|419|FESTIVO|1235.0|950.0|15
876|420|MATUTINO|390.0|300.0|15
877|420|NOCTURNO|455.0|350.0|15
878|420|FESTIVO|520.0|400.0|15
879|421|MATUTINO|390.0|300.0|15
880|421|NOCTURNO|455.0|350.0|15
881|421|FESTIVO|520.0|400.0|15
882|422|MATUTINO|650.0|500.0|15
883|422|NOCTURNO|715.0|550.0|15
884|422|FESTIVO|780.0|600.0|15
885|423|MATUTINO|845.0|650.0|15
886|423|NOCTURNO|910.0|700.0|15
887|423|FESTIVO|975.0|750.0|15
888|424|MATUTINO|78.0|60.0|15
889|424|NOCTURNO|78.0|60.0|15
890|424|FESTIVO|78.0|60.0|15
891|425|MATUTINO|130.0|100.0|15
892|425|NOCTURNO|130.0|100.0|15
893|425|FESTIVO|130.0|100.0|15
894|426|MATUTINO|260.0|200.0|15
895|426|NOCTURNO|260.0|200.0|15
896|426|FESTIVO|260.0|200.0|15
897|427|MATUTINO|2600.0|2000.0|15
898|427|NOCTURNO|2600.0|2000.0|15
899|427|FESTIVO|2600.0|2000.0|15
900|428|NORMAL|156.0|120.0|16
