CLUES|SUBCLUES|CLAVE AREA|AREA|CLAVE SERVICIO|SERVICIO|UBICACION FISICA|DIAS Y HORAS DE SERVICIO
ASIMS000016|ASIMS000016-0203-01|02|SERVICIOS DE SANGRE|0203|CENTRO DE COLECTA||
ASIMS000016|ASIMS000016-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
ASIMS000021|ASIMS000021-0201-01|02|SERVICIOS DE SANGRE|0201|BANCO DE SANGRE||
ASIMS000161|ASIMS000161-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
ASIST000016|ASIST000016-0201-01|02|SERVICIOS DE SANGRE|0201|BANCO DE SANGRE||
ASIST000016|ASIST000016-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
ASSMP000016|ASSMP000016-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
ASSMP000021|ASSMP000021-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
ASSMP000033|ASSMP000033-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
ASSMP000045|ASSMP000045-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
ASSMP000050|ASSMP000050-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
ASSMP000062|ASSMP000062-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
ASSMP000074|ASSMP000074-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO|SEGUNDO PISO EN EL ÁREA DE HOSPITALIZACIÓN  (HABITACIONES)|LUNES A DOMINGO 24 HORAS
ASSMP000086|ASSMP000086-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
ASSMP000091|ASSMP000091-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
ASSMP000103|ASSMP000103-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
ASSMP000115|ASSMP000115-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
ASSMP000120|ASSMP000120-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
ASSMP000132|ASSMP000132-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
ASSMP000144|ASSMP000144-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
ASSMP000156|ASSMP000156-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
ASSMP000161|ASSMP000161-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
ASSMP000173|ASSMP000173-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
ASSMP000275|ASSMP000275-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
ASSMP000943|ASSMP000943-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
ASSSA000025|ASSSA000025-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
ASSSA000030|ASSSA000030-0203-01|02|SERVICIOS DE SANGRE|0203|CENTRO DE COLECTA||
ASSSA000030|ASSSA000030-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
ASSSA000042|ASSSA000042-0203-01|02|SERVICIOS DE SANGRE|0203|CENTRO DE COLECTA||
ASSSA000042|ASSSA000042-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
ASSSA000404|ASSSA000404-0203-01|02|SERVICIOS DE SANGRE|0203|CENTRO DE COLECTA||
ASSSA000404|ASSSA000404-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
ASSSA000614|ASSSA000614-0203-01|02|SERVICIOS DE SANGRE|0203|CENTRO DE COLECTA||
ASSSA000614|ASSSA000614-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
ASSSA000655|ASSSA000655-0203-01|02|SERVICIOS DE SANGRE|0203|CENTRO DE COLECTA||
ASSSA000655|ASSSA000655-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCCRO000026|BCCRO000026-0201-01|02|SERVICIOS DE SANGRE|0201|BANCO DE SANGRE||
BCIMB000010|BCIMB000010-0201-01|02|SERVICIOS DE SANGRE|0201|BANCO DE SANGRE||
BCIMB000676|BCIMB000676-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCIMB000734|BCIMB000734-0201-01|02|SERVICIOS DE SANGRE|0201|BANCO DE SANGRE||
BCIMB001422|BCIMB001422-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCIMB001702|BCIMB001702-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCIMS000122|BCIMS000122-0201-01|02|SERVICIOS DE SANGRE|0201|BANCO DE SANGRE||
BCIMS000250|BCIMS000250-0201-01|02|SERVICIOS DE SANGRE|0201|BANCO DE SANGRE||
BCIMS000262|BCIMS000262-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCIMS000361|BCIMS000361-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCIMS000443|BCIMS000443-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCIST000011|BCIST000011-0201-01|02|SERVICIOS DE SANGRE|0201|BANCO DE SANGRE||
BCIST000040|BCIST000040-0201-01|02|SERVICIOS DE SANGRE|0201|BANCO DE SANGRE||
BCIST000093|BCIST000093-0201-01|02|SERVICIOS DE SANGRE|0201|BANCO DE SANGRE||
BCSMA000013|BCSMA000013-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSME000024|BCSME000024-0201-01|02|SERVICIOS DE SANGRE|0201|BANCO DE SANGRE||
BCSME000041|BCSME000041-0201-01|02|SERVICIOS DE SANGRE|0201|BANCO DE SANGRE||
BCSME000065|BCSME000065-0201-01|02|SERVICIOS DE SANGRE|0201|BANCO DE SANGRE||
BCSMP000023|BCSMP000023-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000052|BCSMP000052-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000064|BCSMP000064-0201-01|02|SERVICIOS DE SANGRE|0201|BANCO DE SANGRE|UBICADO EN LA PLANTA BAJA DEL EDIFICIO PRINCIPAL HOSPITAL ALMATER MADERO EN ESQUINA DE ADMISIÓN FRENTE A LOS BAÑOS|LUNES A VIERNES 7:00 AM A 15:00 PM
BCSMP000064|BCSMP000064-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000076|BCSMP000076-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000110|BCSMP000110-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000146|BCSMP000146-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000151|BCSMP000151-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000175|BCSMP000175-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000204|BCSMP000204-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000216|BCSMP000216-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000245|BCSMP000245-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000250|BCSMP000250-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000262|BCSMP000262-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000274|BCSMP000274-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000286|BCSMP000286-0201-01|02|SERVICIOS DE SANGRE|0201|BANCO DE SANGRE||
BCSMP000286|BCSMP000286-0401-01|04|MEDICINA REGENERATIVA|0401|ESTABLECIMIENTOS DE MEDICINA REGENERATIVA|DENTRO DEL HOSPITAL|
BCSMP000303|BCSMP000303-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000320|BCSMP000320-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000373|BCSMP000373-0201-01|02|SERVICIOS DE SANGRE|0201|BANCO DE SANGRE||
BCSMP000373|BCSMP000373-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000390|BCSMP000390-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000426|BCSMP000426-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000431|BCSMP000431-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000443|BCSMP000443-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000455|BCSMP000455-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000460|BCSMP000460-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000472|BCSMP000472-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000501|BCSMP000501-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000566|BCSMP000566-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000583|BCSMP000583-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000595|BCSMP000595-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000624|BCSMP000624-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000636|BCSMP000636-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000641|BCSMP000641-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000665|BCSMP000665-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000670|BCSMP000670-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000694|BCSMP000694-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000711|BCSMP000711-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000723|BCSMP000723-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000735|BCSMP000735-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000740|BCSMP000740-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000752|BCSMP000752-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000764|BCSMP000764-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000781|BCSMP000781-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000793|BCSMP000793-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000805|BCSMP000805-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000810|BCSMP000810-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000822|BCSMP000822-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000851|BCSMP000851-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000875|BCSMP000875-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000904|BCSMP000904-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000916|BCSMP000916-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000921|BCSMP000921-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000974|BCSMP000974-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP000986|BCSMP000986-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001015|BCSMP001015-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001020|BCSMP001020-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001032|BCSMP001032-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001056|BCSMP001056-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001085|BCSMP001085-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001090|BCSMP001090-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001114|BCSMP001114-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001126|BCSMP001126-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001143|BCSMP001143-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001155|BCSMP001155-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001160|BCSMP001160-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001172|BCSMP001172-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001201|BCSMP001201-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001225|BCSMP001225-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001230|BCSMP001230-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001242|BCSMP001242-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001254|BCSMP001254-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001266|BCSMP001266-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001271|BCSMP001271-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001283|BCSMP001283-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001295|BCSMP001295-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001324|BCSMP001324-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001336|BCSMP001336-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001341|BCSMP001341-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001353|BCSMP001353-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001365|BCSMP001365-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001370|BCSMP001370-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001382|BCSMP001382-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001394|BCSMP001394-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001406|BCSMP001406-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001411|BCSMP001411-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001423|BCSMP001423-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001464|BCSMP001464-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001481|BCSMP001481-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001493|BCSMP001493-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001510|BCSMP001510-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001522|BCSMP001522-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001534|BCSMP001534-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001551|BCSMP001551-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001563|BCSMP001563-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001616|BCSMP001616-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001621|BCSMP001621-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001674|BCSMP001674-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001686|BCSMP001686-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO|PLANTA BAJA|PROCEDIMIENTOS PROGRAMADOS, LUNES A VIERNES DE 9:00 A 15:00
BCSMP001686|BCSMP001686-0302-01|03|DISPOSICION DE CELULAS TRONCALES|0302|BANCO DE CELULAS TRONCALES|SEGUNDO PISO|PROCEDIMIENTOS DE ACUERDO A RECLUTAMIENTO DE PROTOCOLO CLÍNICO LUNES A VIERNES DE 9:00 A 15:00
BCSMP001686|BCSMP001686-0401-01|04|MEDICINA REGENERATIVA|0401|ESTABLECIMIENTOS DE MEDICINA REGENERATIVA|PLANTA BAJA|PROCEDIMIENTOS DE ACUERDO A RECLUTAMIENTO DE PROTOCOLO CLÍNICO LUNES A VIERNES DE 9:00 A 15:00
BCSMP001720|BCSMP001720-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001732|BCSMP001732-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001756|BCSMP001756-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001761|BCSMP001761-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001773|BCSMP001773-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001785|BCSMP001785-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001814|BCSMP001814-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001826|BCSMP001826-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001843|BCSMP001843-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001930|BCSMP001930-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001966|BCSMP001966-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP001983|BCSMP001983-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP002183|BCSMP002183-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP005261|BCSMP005261-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSMP005944|BCSMP005944-0201-01|02|SERVICIOS DE SANGRE|0201|BANCO DE SANGRE|EN EL PRIMER PISO, EL ÁREA RAYADA EN LOS PLANOS CORRESPONDE ÚNICAMENTE AL BANCO DE SANGRE.|LUNES A DOMINGO DESDE LAS 00:00 HASTA LAS 23:55.
BCSMP005944|BCSMP005944-0401-01|04|MEDICINA REGENERATIVA|0401|ESTABLECIMIENTOS DE MEDICINA REGENERATIVA||
BCSMP006854|BCSMP006854-0301-01|03|DISPOSICION DE CELULAS TRONCALES|0301|CENTRO DE COLECTA DE CELULAS TRONCALES|ESTABLECIMIENTO QUE SE UBICA EN EL PISO 28 DE NEWCITY MEDICAL PLAZA|NO REPORTA HORARIO DEL SERVICIO
BCSMP006854|BCSMP006854-0401-01|04|MEDICINA REGENERATIVA|0401|ESTABLECIMIENTOS DE MEDICINA REGENERATIVA|ESTABLECIMIENTO QUE SE UBICA EN EL PISO 28 DE NEWCITY MEDICAL PLAZA|NO REPORTA HORARIO DE ESTE SERVICIO
BCSSA000015|BCSSA000015-0201-01|02|SERVICIOS DE SANGRE|0201|BANCO DE SANGRE||
BCSSA000855|BCSSA000855-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSSA000913|BCSSA000913-0201-01|02|SERVICIOS DE SANGRE|0201|BANCO DE SANGRE||
BCSSA017590|BCSSA017590-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BCSSA018046|BCSSA018046-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BSIMB000346|BSIMB000346-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BSIMB000520|BSIMB000520-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BSIMB000643|BSIMB000643-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BSIMB000672|BSIMB000672-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BSIMS000014|BSIMS000014-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BSIMS000072|BSIMS000072-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BSIMS000113|BSIMS000113-0201-01|02|SERVICIOS DE SANGRE|0201|BANCO DE SANGRE||
BSIMS000154|BSIMS000154-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BSIST000014|BSIST000014-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BSIST000043|BSIST000043-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BSIST000101|BSIST000101-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BSIST000330|BSIST000330-0201-01|02|SERVICIOS DE SANGRE|0201|BANCO DE SANGRE||
BSSMA000033|BSSMA000033-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BSSMA000062|BSSMA000062-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO|UBICACIÓN EN URGENCIAS ENTRANDO POR LA SALA DE ESPERA, A MANO IZQUIERDA|LUNES A DOMINGO DE 00:00 A 23:59 HRS
BSSMP000014|BSSMP000014-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BSSMP000043|BSSMP000043-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BSSMP000060|BSSMP000060-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BSSMP000072|BSSMP000072-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BSSMP000084|BSSMP000084-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
BSSMP000096|BSSMP000096-0206-01|02|SERVICIOS DE SANGRE|0206|SERVICIO DE TRANSFUSION HOSPITALARIO||
