CLUES|DOMINGO|LUNES|MARTES|MIERCOLES|JUEVES|VIERNES|SABADO|HORA INICIO|HORA FIN
YNIMO000306|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
YNIMO000306|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
YNIMO000311|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000323|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000335|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000340|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000352|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000364|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000376|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000381|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000393|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000405|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000410|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000422|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
YNIMO000422|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
YNIMO000434|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000446|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000451|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000463|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
YNIMO000463|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
YNIMO000475|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000480|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000492|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000504|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000516|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
YNIMO000516|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
YNIMO000521|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000533|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000545|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000550|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000562|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
YNIMO000562|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
YNIMO000574|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000586|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000591|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000603|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000615|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000620|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000632|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000644|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
YNIMO000644|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
YNIMO000656|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000661|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000673|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000685|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
YNIMO000685|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
YNIMO000690|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000702|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000714|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
YNIMO000714|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
YNIMO000726|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000731|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000743|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
YNIMO000743|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
YNIMO000755|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
YNIMO000755|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
YNIMO000760|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000772|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000784|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000796|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000801|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
YNIMO000801|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
YNIMO000813|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000825|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000830|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000842|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
YNIMO000842|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
YNIMO000854|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
YNIMO000854|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
YNIMO000866|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO000871|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO001011|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
YNIMO001011|NO|SI|SI|SI|SI|SI|NO|14:00|20:00
YNIMO001023|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMO001023|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
YNIMO001035|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
YNIMO001035|NO|SI|SI|SI|SI|SI|NO|14:00|20:00
YNIMO001040|NO|SI|SI|SI|SI|SI|NO|14:00|20:00
YNIMO001040|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
YNIMO001052|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
YNIMO001052|NO|SI|SI|SI|SI|SI|NO|14:00|20:00
YNIMO001064|NO|SI|SI|SI|SI|SI|NO|14:00|20:00
YNIMO001064|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
YNIMS000013|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIMS000025|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIMS000030|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIMS000042|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIMS000054|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIMS000066|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIMS000071|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
YNIMS000083|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
YNIMS000095|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
YNIMS000100|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIMS000112|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIMS000124|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIMS000136|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIMS000141|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIMS000153|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIMS000165|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIMS000170|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIMS000182|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIMS000194|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
YNIMS000206|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIMS000211|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIMS000223|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIMS000235|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIMS000240|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIMS000252|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIMS000264|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
YNIMS000276|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIMS000281|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIMS000293|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
YNIMS000305|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIMS000310|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIMS000322|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIMS000334|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
YNIMS000346|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIMS000351|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
YNIMS000363|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIMS000363|NO|SI|SI|SI|SI|SI|NO|08:00|20:30
YNIMS000375|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIST000013|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIST000025|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIST000030|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
YNIST000042|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIST000054|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIST000066|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIST000071|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIST000083|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIST000095|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIST000100|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIST000112|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIST000124|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIST000136|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIST000153|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIST000165|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIST000170|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
YNIST000182|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNIST000194|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNSCT000011|NO|SI|SI|SI|SI|SI|NO|07:00|15:00
YNSDN000014|SI|SI|SI|SI|SI|SI|SI|00:00|00:00
YNSDN000072|SI|SI|SI|SI|SI|SI|SI|08:00|14:00
YNSDN000084|SI|SI|SI|SI|SI|SI|SI|08:00|14:00
YNSDN000096|NO|SI|SI|SI|SI|SI|SI|08:00|15:30
YNSMA000015|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
YNSMA000020|SI|SI|SI|SI|SI|SI|SI|00:00|23:55
YNSME000016|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
YNSME000026|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
YNSMM000012|NO|SI|SI|SI|SI|SI|NO|15:30|19:30
YNSMP000015|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
YNSMP000056|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
YNSMP000143|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
YNSMP000172|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNSMP000235|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
YNSMP000264|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
YNSMP000281|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
YNSMP000322|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
YNSMP000334|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
YNSMP000392|NO|SI|SI|SI|SI|SI|SI|07:00|15:00
YNSMP000474|NO|SI|SI|SI|SI|SI|NO|07:00|19:00
YNSMP000492|NO|NO|NO|NO|NO|NO|SI|08:00|14:00
YNSMP000492|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
YNSMP000534|NO|SI|SI|SI|SI|SI|SI|08:00|14:00
YNSMP000534|NO|SI|SI|SI|SI|SI|SI|16:00|22:00
YNSMP000543|NO|SI|SI|SI|SI|SI|SI|08:00|14:00
YNSMP000543|NO|SI|SI|SI|SI|SI|SI|16:00|22:00
YNSMP000552|NO|SI|SI|SI|SI|SI|SI|16:00|22:00
YNSMP000561|NO|SI|SI|SI|SI|SI|SI|08:00|14:00
YNSMP000561|NO|SI|SI|SI|SI|SI|SI|16:00|22:00
YNSMP000570|NO|SI|SI|SI|SI|SI|SI|08:00|14:00
YNSMP000570|NO|SI|SI|SI|SI|SI|SI|16:00|22:00
YNSMP000585|NO|SI|SI|SI|SI|SI|SI|08:00|14:00
YNSMP000585|SI|SI|SI|SI|SI|SI|SI|16:00|22:00
YNSMP000594|NO|SI|SI|SI|SI|SI|SI|08:00|14:00
YNSMP000594|NO|SI|SI|SI|SI|SI|SI|16:00|22:00
YNSMP000603|NO|SI|SI|SI|SI|SI|SI|08:00|14:00
YNSMP000603|NO|SI|SI|SI|SI|SI|SI|16:00|22:00
YNSMP000612|NO|SI|SI|SI|SI|SI|SI|08:00|14:00
YNSMP000612|NO|SI|SI|SI|SI|SI|SI|16:00|22:00
YNSMP000621|NO|SI|SI|SI|SI|SI|SI|08:00|14:00
YNSMP000621|NO|SI|SI|SI|SI|SI|SI|16:00|22:00
YNSMP000630|NO|SI|SI|SI|SI|SI|SI|08:00|14:00
YNSMP000630|NO|SI|SI|SI|SI|SI|SI|16:00|22:00
YNSMP000645|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP000654|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP000663|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP000672|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP000681|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP000690|SI|SI|SI|SI|SI|SI|SI|08:00|00:00
YNSMP000705|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP000714|SI|SI|SI|SI|SI|SI|SI|08:00|21:00
YNSMP000723|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP000732|SI|SI|SI|SI|SI|SI|SI|08:00|21:00
YNSMP000741|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP000750|NO|SI|SI|SI|SI|SI|SI|09:00|20:00
YNSMP000765|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
YNSMP000774|SI|SI|SI|SI|SI|SI|SI|08:00|21:00
YNSMP000783|NO|SI|SI|SI|SI|SI|SI|08:00|21:00
YNSMP000792|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP000801|SI|SI|SI|SI|SI|SI|SI|09:00|20:00
YNSMP000810|NO|SI|SI|SI|SI|SI|SI|08:00|21:00
YNSMP000825|SI|SI|SI|SI|SI|SI|SI|08:00|20:00
YNSMP000852|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP000861|NO|SI|SI|SI|SI|SI|SI|16:00|21:00
YNSMP000870|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP000885|NO|SI|SI|SI|SI|SI|SI|08:00|21:00
YNSMP000894|SI|SI|SI|SI|SI|SI|SI|09:00|00:00
YNSMP000903|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP000912|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP000921|NO|SI|SI|SI|SI|SI|SI|07:00|21:00
YNSMP000945|NO|SI|SI|SI|SI|SI|SI|08:00|21:00
YNSMP000954|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001014|SI|SI|SI|SI|SI|SI|SI|08:00|00:00
YNSMP001023|SI|SI|SI|SI|SI|SI|SI|08:00|21:00
YNSMP001032|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001041|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001050|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001065|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001074|NO|SI|SI|SI|SI|SI|SI|08:00|21:00
YNSMP001083|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001092|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001101|NO|SI|SI|SI|SI|SI|SI|08:00|21:00
YNSMP001110|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001125|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001134|NO|SI|SI|SI|SI|SI|SI|08:00|21:00
YNSMP001143|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001152|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001161|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001170|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001185|SI|SI|SI|SI|SI|SI|SI|09:00|22:00
YNSMP001194|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001203|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001212|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001221|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001245|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001254|NO|SI|SI|SI|SI|SI|SI|08:00|20:00
YNSMP001263|NO|SI|SI|SI|SI|SI|SI|08:00|21:00
YNSMP001281|SI|SI|SI|SI|SI|SI|SI|08:00|00:00
YNSMP001290|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001305|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001332|SI|SI|SI|SI|SI|SI|SI|08:00|21:00
YNSMP001341|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001350|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
YNSMP001365|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001374|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001383|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001392|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001401|SI|SI|SI|SI|SI|SI|SI|08:00|21:00
YNSMP001410|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001425|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001434|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001443|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001452|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001461|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001470|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001485|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001494|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001512|NO|SI|SI|SI|SI|SI|SI|16:00|20:00
YNSMP001521|NO|SI|SI|SI|SI|SI|SI|10:00|14:00
YNSMP001541|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
YNSMP001553|SI|SI|SI|SI|SI|SI|SI|08:00|16:00
YNSMP001565|NO|SI|SI|SI|SI|SI|NO|07:00|15:00
YNSMP001570|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001582|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001594|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001606|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001611|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001623|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001635|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001640|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001652|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001664|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001676|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001681|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001693|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001705|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001710|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001722|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001734|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001746|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001751|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001763|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001775|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001780|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001792|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001804|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001804|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001816|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001821|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001833|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001845|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001850|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001862|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001874|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001886|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001891|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP001903|NO|SI|SI|SI|SI|SI|SI|08:00|16:00
YNSMP001915|SI|SI|SI|SI|SI|SI|SI|08:00|21:00
YNSMP001920|SI|SI|SI|SI|SI|SI|SI|08:00|21:00
YNSMP001932|SI|SI|SI|SI|SI|SI|SI|15:00|21:00
YNSMP001944|SI|SI|SI|SI|SI|SI|SI|09:00|15:00
YNSMP001956|SI|SI|SI|SI|SI|SI|SI|08:00|14:00
YNSMP001961|SI|SI|SI|SI|SI|SI|SI|08:00|14:00
YNSMP001973|NO|SI|SI|SI|SI|SI|SI|08:00|21:00
YNSMP001985|NO|SI|SI|SI|SI|SI|SI|08:00|14:00
YNSMP001990|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP002002|NO|SI|SI|SI|SI|SI|SI|09:00|15:00
YNSMP002014|SI|SI|SI|SI|SI|SI|SI|08:00|21:00
YNSMP002026|SI|SI|SI|SI|SI|SI|SI|08:00|14:00
YNSMP002031|SI|SI|SI|SI|SI|SI|SI|08:00|14:00
YNSMP002043|SI|SI|SI|SI|SI|SI|SI|08:00|14:00
YNSMP002055|SI|SI|SI|SI|SI|SI|SI|08:00|14:00
YNSMP002060|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
YNSMP002072|SI|SI|SI|SI|SI|SI|SI|08:00|14:00
YNSMP002084|SI|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP002096|SI|SI|SI|SI|SI|SI|SI|15:00|21:00
YNSMP002101|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
YNSMP002113|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
YNSMP002113|NO|SI|SI|SI|SI|SI|NO|09:00|13:00
YNSMP002125|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
YNSMP002125|NO|SI|SI|SI|SI|SI|NO|18:00|21:00
YNSMP002142|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP002154|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP002166|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP002171|NO|SI|SI|SI|SI|SI|NO|07:00|19:00
YNSMP002171|SI|NO|NO|NO|NO|NO|NO|07:00|14:00
YNSMP002171|NO|NO|NO|NO|NO|NO|SI|07:00|17:00
YNSMP002183|SI|NO|NO|NO|NO|NO|NO|07:00|14:00
YNSMP002183|NO|NO|NO|NO|NO|NO|SI|07:00|17:00
YNSMP002183|NO|SI|SI|SI|SI|SI|NO|07:00|19:00
YNSMP002195|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP002200|NO|SI|SI|SI|SI|SI|SI|06:00|18:00
YNSMP002212|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP002224|NO|NO|NO|NO|NO|NO|SI|07:00|13:00
YNSMP002224|NO|SI|SI|SI|SI|SI|NO|07:00|15:00
YNSMP002236|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
YNSMP002241|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
YNSMP002253|NO|SI|SI|SI|SI|SI|SI|10:00|14:00
YNSMP002265|SI|SI|SI|SI|SI|SI|SI|00:00|23:59
YNSMP002270|NO|SI|SI|SI|SI|SI|NO|09:00|13:00
YNSMP002270|NO|SI|SI|SI|SI|SI|NO|04:00|20:00
YNSMP002282|NO|SI|SI|SI|SI|SI|SI|08:00|13:00
YNSMP002294|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
YNSMP002306|SI|NO|NO|NO|NO|NO|SI|09:00|15:00
YNSMP002311|NO|SI|SI|SI|SI|SI|NO|09:00|13:00
YNSMP002323|NO|SI|SI|SI|SI|SI|SI|08:00|13:00
YNSMP002335|SI|NO|NO|NO|NO|NO|SI|09:00|15:00
YNSMP002340|SI|NO|NO|NO|NO|NO|SI|09:00|14:00
YNSMP002352|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
YNSMP002364|NO|SI|SI|SI|SI|SI|NO|09:00|13:00
YNSMP002376|NO|SI|SI|SI|SI|SI|NO|09:00|15:00
YNSMP002381|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
YNSMP002393|NO|SI|SI|SI|SI|SI|NO|16:00|21:00
YNSMP002405|NO|SI|SI|SI|SI|SI|NO|09:00|15:00
YNSMP002410|NO|NO|NO|SI|SI|NO|NO|09:00|15:00
YNSMP002422|NO|SI|SI|SI|SI|SI|SI|09:00|21:00
YNSMP002434|NO|SI|SI|SI|SI|SI|NO|09:00|14:00
YNSMP002446|NO|SI|SI|SI|SI|SI|SI|09:00|14:00
YNSMP002451|NO|SI|SI|SI|SI|SI|SI|10:00|14:00
YNSMP002463|SI|SI|SI|SI|SI|SI|NO|09:00|15:00
YNSMP002475|NO|SI|SI|SI|SI|SI|SI|09:00|15:00
YNSMP002480|NO|SI|SI|SI|SI|SI|NO|09:00|15:00
YNSMP002492|NO|SI|SI|SI|SI|SI|SI|09:00|15:00
YNSMP002504|SI|NO|NO|NO|NO|NO|SI|09:00|15:00
YNSMP002516|NO|SI|SI|SI|SI|SI|NO|09:00|15:00
YNSMP002521|NO|SI|SI|SI|SI|SI|SI|08:00|13:00
YNSMP002533|NO|SI|SI|SI|SI|SI|NO|09:00|15:00
YNSMP002545|SI|SI|SI|SI|SI|SI|SI|09:00|15:00
YNSMP002550|NO|SI|SI|SI|SI|SI|SI|09:00|15:00
YNSMP002562|NO|SI|SI|SI|SI|SI|NO|08:00|14:00
YNSMP002574|NO|SI|SI|SI|SI|SI|NO|09:00|15:00
YNSMP002586|NO|SI|SI|SI|SI|SI|NO|09:00|15:00
YNSMP002591|NO|SI|SI|SI|SI|SI|NO|09:00|15:00
YNSMP002603|NO|SI|SI|SI|SI|SI|SI|08:00|21:00
YNSMP002615|NO|SI|SI|SI|SI|SI|SI|09:00|15:00
YNSMP002620|NO|SI|SI|SI|SI|SI|NO|09:00|15:00
YNSMP002632|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
