CLUES|DOMINGO|LUNES|MARTES|MIERCOLES|JUEVES|VIERNES|SABADO|HORA INICIO|HORA FIN
CSIMO003892|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO003892|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO003904|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO003904|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO003916|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO003916|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO003921|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO003921|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO003933|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO003933|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO003945|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO003950|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO003950|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO003962|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO003974|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO003974|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO003986|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO003986|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO003991|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO004003|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004003|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004015|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004015|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004020|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004020|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004032|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004032|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004044|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004044|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004061|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004061|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004073|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004073|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004085|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO004090|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004090|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004102|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO004114|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO004126|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004126|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004131|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004131|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004143|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004143|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004155|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004155|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004160|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO004172|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO004184|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004184|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004196|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004196|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004201|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO004213|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO004225|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004225|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004230|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO004242|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO004254|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004254|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004266|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004266|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004271|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004271|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004283|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004283|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004295|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004295|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004300|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO004312|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004312|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004324|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO004336|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO004341|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004341|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004353|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO004365|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004365|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004370|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO004382|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004382|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004394|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004394|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004406|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004406|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004411|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004411|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004423|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004423|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004435|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004435|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004440|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004440|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004452|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO004464|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004464|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004476|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO004481|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO004493|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004493|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004505|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004505|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004510|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO004522|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004522|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004534|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004534|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004546|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004546|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004551|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004551|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004563|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO004575|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004575|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004580|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004580|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004592|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004592|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004604|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004604|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004616|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004616|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004621|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004621|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004633|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004633|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004645|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO004650|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004650|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004662|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004662|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004674|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004674|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004686|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004686|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004691|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004691|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004703|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004703|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004715|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004715|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004720|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004720|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004732|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004732|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004744|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004744|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004756|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004756|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004761|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004761|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004773|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO004785|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004785|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004790|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004790|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004802|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004802|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004814|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004814|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004826|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004826|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004831|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004831|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004843|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO004855|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO004860|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004860|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004872|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004872|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004884|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004884|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004896|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004896|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004901|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO004913|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004913|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004925|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004925|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004930|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO004942|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004942|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004954|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004954|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004966|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004966|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004971|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004971|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004983|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004983|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO004995|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO004995|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005000|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005000|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005012|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO005024|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005024|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005036|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO005041|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO005053|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO005065|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO005070|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005070|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005082|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO005094|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005094|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005106|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005106|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005111|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005111|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005123|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO005135|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005135|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005140|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005140|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005152|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO005164|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005164|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005176|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005176|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005181|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO005193|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005193|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005205|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005205|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005210|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO005222|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO005234|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO005246|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005246|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005251|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO005263|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO005275|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005275|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005280|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005280|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005292|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005292|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005304|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005304|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005316|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO005321|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO005333|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO005345|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO005350|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005350|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005362|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO005374|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO005386|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO005391|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO005403|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO005415|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005415|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005420|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005420|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005432|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO005444|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005444|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005456|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005456|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005461|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005461|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005473|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO005485|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO005490|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005490|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005502|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005502|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005514|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005514|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005526|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO005531|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005531|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005543|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005543|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005555|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005555|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005560|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO005572|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO005584|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005584|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005596|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO005601|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005601|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005613|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005613|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005625|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005625|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005741|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO005741|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005765|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005765|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005794|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005794|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005840|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005840|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005852|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005852|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005864|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005864|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO005881|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO005881|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO006045|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO006050|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO006050|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO006062|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO006074|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO006074|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO006083|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO006083|NO|SI|SI|SI|SI|SI|NO|17:00|20:00
CSIMO006092|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO006092|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO006101|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO006101|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO006110|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO006110|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO006125|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO006125|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO006134|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO006134|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO006143|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO006143|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO006152|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO006152|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO006161|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO006161|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO006170|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO006170|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO006185|NO|SI|SI|SI|SI|SI|NO|08:00|13:00
CSIMO006185|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO006190|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO006190|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO006202|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO006202|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO006214|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO006214|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO006226|SI|SI|SI|SI|SI|SI|SI|08:00|16:00
CSIMO006226|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO006231|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO006231|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO006243|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO006243|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO006255|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO006255|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO006260|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO006260|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO006272|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO006272|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO006284|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO006284|NO|SI|SI|SI|SI|SI|NO|16:00|18:00
CSIMO006296|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO006296|NO|SI|SI|SI|SI|SI|NO|16:00|18:00
CSIMO006301|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO006301|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO006313|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO006313|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO006325|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO006325|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO006330|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO006330|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO006342|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO006342|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO006354|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO006354|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO006366|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO006366|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO006371|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO006371|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO006383|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO006383|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO006395|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO006395|NO|SI|SI|SI|SI|SI|NO|15:00|18:00
CSIMO006400|SI|SI|SI|SI|SI|SI|SI|08:00|16:00
CSIMO006412|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMO006424|NO|SI|SI|SI|SI|SI|NO|08:00|16:00
CSIMS000012|NO|SI|SI|SI|SI|SI|NO|08:00|20:00
